concept	joy	trust	fear	surprise	sadness	disgust	anger	anticipation
pick	0.14243999715120007	0.0	0.033205784309122494	0.03650381559279364	0.021458311092131952	0.0	0.013772954924874792	0.045334166001688464
strip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
unionize	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
slumber	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mow	0.07517666516313336	0.39727582292849034	0.0	0.0	0.0	0.0	0.0	0.0
unfinished	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
scatter	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
reinvent	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
deer	0.0	0.29795686719636777	0.0	0.0	0.20385395537525355	0.0	0.0	0.0
hop	0.11276499774470004	0.0	0.21030330062444247	0.0	0.0	0.0	0.0	0.0
Halloween	0.05638249887235002	0.0	0.0	0.11559541604384654	0.0	0.0	0.0	0.17226983080641617
smile	0.2029769959404601	0.0	0.021030330062444248	0.023119083208769306	0.0	0.0	0.0	0.0
mountain	0.09665571235260004	0.0	0.18025997196380783	0.0	0.0	0.0	0.0	0.04921995165897605
jump	0.09866937302661254	0.0	0.07886373773416593	0.028898854010961636	0.0	0.0	0.0	0.10766864425401011
polite	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
exit	0.0	0.0	0.0	0.0	0.0	0.3298791018998273	0.0	0.17226983080641617
mango	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
backseat	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
lamp	0.15035333032626672	0.0	0.0	0.15412722139179538	0.0	0.0	0.0	0.0
whatever	0.13531799729364005	0.0	0.08412132024977699	0.0	0.0	0.0	0.10467445742904842	0.0
brag	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
soup	0.10613176258324711	0.0	0.0	0.054397842844163075	0.0	0.0	0.06157321025238142	0.10133519459200951
expert	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dryer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
joy	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flour	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
face	0.08674230595746157	0.0	0.032354353942221914	0.0711356406423671	0.09408644094242472	0.05075063106151189	0.0	0.026503050893294796
assessment	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
denni	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
bid	0.07517666516313336	0.0	0.14020220041629497	0.0	0.0	0.0	0.0	0.11484655387094411
beauty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
raspberry	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sizzling	0.0	0.0	0.0	0.0	0.0	0.6597582037996546	0.0	0.0
paper	0.11276499774470004	0.04256526674233825	0.03004332866063464	0.0330272617268133	0.0	0.0	0.03738373479608872	0.07382992748846408
crow	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.26168614357262104	0.0
next	0.098507354351692	0.027398332615757956	0.04351102771540189	0.01062946354426175	0.03749038259774778	0.0	0.030078867077312763	0.08316474590654574
cook	0.09188259075494078	0.0	0.03115604453695444	0.0171252468213106	0.10570205093531665	0.0	0.0	0.07656436924729608
share	0.09021199819576003	0.05959137343927355	0.0	0.0	0.04077079107505071	0.0	0.05233722871452421	0.1033618984838497
social	0.09021199819576003	0.0	0.08412132024977699	0.0	0.0	0.0	0.20934891485809684	0.0
beg	0.0	0.13242527430949677	0.0	0.0	0.09060175794455713	0.0	0.0	0.19141092311824018
destination	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
out	0.15035333032626672	0.0	0.0	0.0	0.0	0.0	0.0	0.11484655387094411
harsh	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
groan	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
processor	0.0	0.5959137343927355	0.0	0.0	0.0	0.0	0.0	0.0
creativity	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stupid	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
tall	0.05638249887235002	0.0	0.0	0.2311908320876931	0.0	0.0	0.0	0.08613491540320808
peace	0.09021199819576003	0.1191827468785471	0.0	0.0	0.08154158215010142	0.0	0.0	0.06890793232256646
messaging	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
skip	0.11276499774470004	0.0	0.0	0.05779770802192327	0.10192697768762678	0.0	0.0	0.04306745770160404
philly	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Holland	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
realize	0.0623806370502596	0.0	0.044745383111583506	0.10821698523253719	0.060722454792628715	0.028074817182964024	0.03340674173267503	0.04398378658887221
step	0.12143922834044621	0.0	0.0	0.03556782032118355	0.06272429396161648	0.0	0.0	0.07950915267988438
on	0.03469692238298463	0.0	0.06470870788444383	0.10670346096355066	0.06272429396161648	0.0	0.04025940670348016	0.07950915267988438
estate	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.0	0.17226983080641617
boil	0.04510599909788002	0.0	0.0	0.0	0.0	0.0	0.0	0.27563172929026586
umbrella	0.0	0.0	0.14020220041629497	0.0	0.0	0.0	0.34891485809682804	0.0
creep	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
crash	0.0	0.0	0.10515165031222123	0.11559541604384654	0.10192697768762678	0.0	0.0	0.08613491540320808
September	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
surrender	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
really	0.12947092333650745	0.0220708790515828	0.04673406680543166	0.0	0.03775073247689881	0.0	0.019384158783157114	0.051042912831530715
Most	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
corps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
refer	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
tilling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
discovering	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
boost	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stress	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
salsa	0.13531799729364005	0.0	0.0	0.0	0.0	0.0	0.0	0.13781586464513293
crazy	0.0	0.0	0.0	0.4623816641753862	0.0	0.0	0.0	0.0
tyler	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.0	0.17226983080641617
mister	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saturday	0.0	0.0	0.21030330062444247	0.0	0.0	0.0	0.0	0.17226983080641617
Pizza	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clap	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
guitar	0.15035333032626672	0.0	0.0	0.0	0.1359026369168357	0.0	0.0	0.0
Renaissance	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
celebrate	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scissor	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rise	0.11276499774470004	0.0	0.0	0.0	0.0	0.3298791018998273	0.0	0.0
costume	0.07517666516313336	0.0	0.0	0.07706361069589769	0.0	0.0	0.08722871452420701	0.11484655387094411
overseas	0.0	0.0	0.21030330062444247	0.0	0.0	0.0	0.0	0.17226983080641617
extreme	0.0	0.0	0.0	0.0	0.20385395537525355	0.3298791018998273	0.0	0.0
furniture	0.09021199819576003	0.0	0.0	0.09247633283507722	0.08154158215010142	0.0	0.0	0.06890793232256646
faking	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
guardian	0.0	0.29795686719636777	0.0	0.0	0.20385395537525355	0.0	0.0	0.0
lesson	0.11276499774470004	0.0	0.0	0.0	0.08736598087510866	0.0	0.0	0.0984399033179521
backwards	0.0	0.0	0.21030330062444247	0.2311908320876931	0.0	0.0	0.0	0.0
intimidating	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
saxophone	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eye	0.14095624718087504	0.0	0.0	0.05779770802192327	0.10192697768762678	0.0	0.0	0.0
Star	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rough	0.07517666516313336	0.0	0.0	0.0	0.1359026369168357	0.0	0.0	0.11484655387094411
chainsaw	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
probably	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
place	0.09332275675423451	0.041097498923636934	0.05801470362053585	0.015944195316392625	0.028117786948310835	0.0	0.05414196073916297	0.05940338993324695
hallucinate	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
smelly	0.0	0.0	0.0	0.0	0.0	0.6597582037996546	0.0	0.0
income	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
tv	0.13531799729364005	0.039727582292849034	0.0	0.030825444278359076	0.0	0.0	0.06978297161936561	0.04593862154837765
Cheyenne	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
photographic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
shoot	0.11276499774470004	0.0	0.07010110020814748	0.0	0.06795131845841786	0.0	0.0	0.057423276935472056
tthere	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Youtube	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.0	0.17226983080641617
attorney	0.0	0.0	0.0	0.0	0.20385395537525355	0.0	0.0	0.17226983080641617
vet	0.05638249887235002	0.0	0.15772747546833185	0.0	0.0	0.0	0.0	0.12920237310481214
Ching	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
cal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
noah	0.0	0.0	0.0	0.4623816641753862	0.0	0.0	0.0	0.0
tear	0.05638249887235002	0.14897843359818388	0.0	0.0	0.20385395537525355	0.0	0.0	0.0
lean	0.11276499774470004	0.29795686719636777	0.0	0.0	0.0	0.0	0.0	0.0
handcuff	0.0	0.0	0.21030330062444247	0.0	0.0	0.3298791018998273	0.0	0.0
interesting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
Paris	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wallpaper	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ball	0.11276499774470004	0.0	0.0	0.05779770802192327	0.06795131845841786	0.02748992515831894	0.0	0.057423276935472056
skill	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diamond	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
convenience	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
Lynne	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
dismissal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
fully	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
storefront	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
addition	0.0	0.0	0.14020220041629497	0.0	0.1359026369168357	0.0	0.17445742904841402	0.0
1	0.16914749661705006	0.0	0.0	0.0	0.0	0.0	0.0	0.08613491540320808
question	0.05638249887235002	0.0	0.10515165031222123	0.0	0.0	0.16493955094991364	0.0	0.08613491540320808
choppier	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
season	0.15035333032626672	0.0	0.0	0.0	0.0	0.0	0.0	0.11484655387094411
guide	0.15035333032626672	0.19863791146424517	0.0	0.0	0.0	0.0	0.0	0.0
usual	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
Saturdays	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
toast	0.12887428313680005	0.0851305334846765	0.0	0.0660545234536266	0.0	0.0	0.0	0.04921995165897605
racial	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
comedian	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.0	0.17226983080641617
rose	0.0	0.0	0.0	0.0	0.0	0.6597582037996546	0.0	0.0
closer	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
safe	0.04510599909788002	0.2383654937570942	0.0	0.0	0.0	0.0	0.0	0.13781586464513293
pajama	0.0	0.5959137343927355	0.0	0.0	0.0	0.0	0.0	0.0
Tuesdays	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hear	0.061508180588018206	0.0	0.09559240937474657	0.04203469674321692	0.05559653328416006	0.029989009263620664	0.02378964941569282	0.06264357483869679
pee	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
balloon	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
ambulance	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
solution	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nine	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
simple	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ignite	0.0	0.0	0.0	0.4623816641753862	0.0	0.0	0.0	0.0
windy	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rabbit	0.0	0.0	0.10515165031222123	0.11559541604384654	0.0	0.0	0.0	0.17226983080641617
catwalk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
pregnant	0.07517666516313336	0.0	0.0	0.0	0.0	0.0	0.11630495269894268	0.15312873849459216
tale	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
do	0.10786217175580004	0.025909292799684153	0.018287243532560213	0.10051775308160568	0.0	0.0	0.0	0.07489992643757225
gulp	0.0	0.0	0.0	0.0	0.0	0.6597582037996546	0.0	0.0
experience	0.11276499774470004	0.0	0.10515165031222123	0.0	0.0	0.0	0.13084307178631052	0.0
radio	0.0	0.0	0.0	0.0	0.20385395537525355	0.0	0.26168614357262104	0.0
museum	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
picnic	0.12301636117603641	0.10834795170777009	0.0	0.0	0.03706435552277337	0.0	0.0	0.06264357483869679
mary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
heaven	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Valentine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
infection	0.0	0.29795686719636777	0.0	0.0	0.20385395537525355	0.0	0.0	0.0
steady	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
dolphin	0.07517666516313336	0.0	0.0	0.15412722139179538	0.0	0.0	0.0	0.11484655387094411
properly	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.26168614357262104	0.0
someone	0.04698541572695835	0.0	0.05257582515611062	0.09632951336987211	0.05096348884381339	0.0	0.043614357262103505	0.08613491540320808
neglect	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
cheek	0.11276499774470004	0.0	0.0	0.15412722139179538	0.06795131845841786	0.0	0.0	0.0
major	0.07517666516313336	0.0	0.14020220041629497	0.0	0.0	0.0	0.0	0.11484655387094411
ray	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
martial	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
strike	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
know	0.06395626737759107	0.00889423484168262	0.05022168373121014	0.0759134075511828	0.09127789046653144	0.009847137370144098	0.015623053347619166	0.05142383009146751
recover	0.18042399639152007	0.0	0.0	0.0	0.0	0.0	0.0	0.06890793232256646
release	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rotten	0.0	0.0	0.0	0.0	0.0	0.6597582037996546	0.0	0.0
surfboard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
shake	0.0	0.0	0.0	0.11559541604384654	0.20385395537525355	0.0	0.13084307178631052	0.0
must	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
cloud	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.0	0.17226983080641617
only	0.07517666516313336	0.0	0.0	0.0	0.20385395537525355	0.0	0.0	0.057423276935472056
Chichen	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
afford	0.06443714156840002	0.0	0.0	0.0	0.23297594900028978	0.0	0.0	0.04921995165897605
imagination	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
frog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
Somebody	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
unhealthy	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
package	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semester	0.07517666516313336	0.09931895573212259	0.0	0.0	0.0	0.0	0.0	0.17226983080641617
accident	0.07517666516313336	0.0	0.07010110020814748	0.2311908320876931	0.0	0.0	0.0	0.0
mood	0.0	0.0	0.0	0.0	0.0	0.0	0.26168614357262104	0.17226983080641617
weapon	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
countless	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
clean	0.08018844284067558	0.02648505486189936	0.018693626722172663	0.08220118474229086	0.045300878972278566	0.05864517367108041	0.011630495269894268	0.053595058473107256
accept	0.15035333032626672	0.028376844494892167	0.0	0.022018174484542196	0.038829324833381626	0.0	0.0	0.04921995165897605
Hollywood	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
baseball	0.16914749661705006	0.0	0.0	0.0	0.0	0.0	0.0	0.08613491540320808
regularly	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
read	0.10682999786340004	0.0313638807575124	0.022137189539414997	0.024335877061862427	0.042916622184263904	0.034724115989455503	0.0	0.07253466560270154
plenty	0.15035333032626672	0.0	0.0	0.0	0.0	0.0	0.0	0.11484655387094411
chemistry	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
suspect	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
highly	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
office	0.06939384476596926	0.04583951803021043	0.032354353942221914	0.03556782032118355	0.06272429396161648	0.0	0.0	0.10601220357317918
solve	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
glass	0.15787099684258007	0.0	0.0	0.04623816641753861	0.0	0.0	0.0	0.06890793232256646
snow	0.08201090745069094	0.0	0.03823696374989863	0.08406939348643384	0.0	0.0	0.09515859766277128	0.06264357483869679
McDonald	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
virus	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
rooster	0.0	0.0	0.0	0.4623816641753862	0.0	0.0	0.0	0.0
hidden	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
trash	0.1252944419385556	0.0	0.0	0.0	0.0	0.07330646708885051	0.05815247634947134	0.07656436924729608
beast	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
NCAA	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gymnastic	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rival	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
trouble	0.03221857078420001	0.0	0.18025997196380783	0.0660545234536266	0.11648797450014489	0.0	0.0	0.0
excited	0.2094207100973001	0.0	0.0	0.0	0.0	0.0	0.0	0.024609975829488026
outfit	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
even	0.15430999691380007	0.0	0.022137189539414997	0.048671754123724854	0.042916622184263904	0.0	0.027545909849749584	0.0
limit	0.15035333032626672	0.09931895573212259	0.0	0.0	0.06795131845841786	0.0	0.0	0.0
provide	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
employer	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
centipede	0.11276499774470004	0.0	0.0	0.2311908320876931	0.0	0.0	0.0	0.0
spin	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
surf	0.07517666516313336	0.0	0.0	0.0	0.1359026369168357	0.0	0.0	0.11484655387094411
brace	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.0	0.17226983080641617
Island	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
green	0.11276499774470004	0.14897843359818388	0.10515165031222123	0.0	0.0	0.0	0.0	0.0
creak	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
trunk	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
thankfully	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
team	0.1597504134716584	0.024829738933030646	0.01752527505203687	0.0	0.04246957403651116	0.0	0.0	0.035889548084670035
doorbell	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
rev	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
theatre	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hunter	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
handily	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
competitor	0.05638249887235002	0.0	0.10515165031222123	0.0	0.0	0.0	0.0	0.17226983080641617
surprise	0.08308999833820004	0.0	0.0	0.19468701649489942	0.0	0.0	0.0	0.07253466560270154
tape	0.11276499774470004	0.14897843359818388	0.0	0.0	0.0	0.0	0.0	0.08613491540320808
nail	0.06443714156840002	0.0	0.0	0.1321090469072532	0.0	0.0	0.0	0.14765985497692816
late	0.0626472209692778	0.0	0.11683516701357914	0.05137574046393179	0.045300878972278566	0.0	0.02907623817473567	0.057423276935472056
exhausted	0.11276499774470004	0.0	0.21030330062444247	0.0	0.0	0.0	0.0	0.0
free	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X	0.15035333032626672	0.0	0.0	0.0	0.0	0.0	0.0	0.11484655387094411
shoulder	0.0	0.0	0.0	0.2311908320876931	0.0	0.0	0.0	0.17226983080641617
coach	0.13056999738860006	0.0	0.022137189539414997	0.048671754123724854	0.042916622184263904	0.0	0.0	0.05440099920202616
seat	0.0939708314539167	0.0	0.03505055010407374	0.07706361069589769	0.03397565922920893	0.05497985031663788	0.043614357262103505	0.028711638467736028
tongue	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.26168614357262104	0.0
F	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
kitten	0.09021199819576003	0.0	0.16824264049955398	0.0	0.0	0.0	0.0	0.06890793232256646
sound	0.0939708314539167	0.0	0.14020220041629497	0.0	0.03397565922920893	0.05497985031663788	0.0	0.028711638467736028
bathroom	0.04100545372534547	0.054173975853885045	0.03823696374989863	0.04203469674321692	0.03706435552277337	0.17993405558172398	0.09515859766277128	0.0
reunion	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cry	0.02255299954894001	0.0	0.042060660124888495	0.023119083208769306	0.30578093306288034	0.0	0.0	0.0
headband	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
trio	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Liberty	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bewilder	0.0	0.0	0.0	0.4623816641753862	0.0	0.0	0.0	0.0
Bianca	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
noodle	0.09665571235260004	0.0	0.0	0.0	0.058243987250072446	0.0	0.0	0.14765985497692816
fold	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
grandparent	0.16914749661705006	0.14897843359818388	0.0	0.0	0.0	0.0	0.0	0.0
fortunate	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eleven	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tip	0.09665571235260004	0.0	0.0	0.19816357036087978	0.0	0.0	0.0	0.04921995165897605
mature	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
concentration	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
part	0.10251363431336367	0.054173975853885045	0.03823696374989863	0.0	0.03706435552277337	0.0	0.14273789649415694	0.0
submit	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
second	0.04510599909788002	0.0	0.08412132024977699	0.09247633283507722	0.16308316430020284	0.0	0.0	0.0
especially	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tuxedo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
tourist	0.11276499774470004	0.0	0.0	0.2311908320876931	0.0	0.0	0.0	0.0
town	0.11276499774470004	0.0	0.03004332866063464	0.0	0.058243987250072446	0.0	0.0	0.0984399033179521
trim	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.0	0.17226983080641617
curious	0.0	0.0	0.10515165031222123	0.11559541604384654	0.0	0.0	0.0	0.17226983080641617
because	0.0	0.0	0.14020220041629497	0.15412722139179538	0.1359026369168357	0.0	0.0	0.0
depressed	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
to	0.11276499774470004	0.0	0.0	0.11559541604384654	0.05096348884381339	0.0	0.0	0.04306745770160404
pro	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
string	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fake	0.07517666516313336	0.0	0.0	0.0	0.1359026369168357	0.0	0.0	0.11484655387094411
kernel	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
full	0.10023555355084449	0.0	0.0	0.0	0.045300878972278566	0.0	0.05815247634947134	0.11484655387094411
grumpy	0.0	0.0	0.0	0.0	0.20385395537525355	0.3298791018998273	0.0	0.0
entertainment	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
seal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
backing	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
feed	0.16914749661705006	0.0	0.0	0.11559541604384654	0.0	0.0	0.0	0.0
usually	0.18042399639152007	0.1191827468785471	0.0	0.0	0.0	0.0	0.0	0.0
mowing	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.0	0.17226983080641617
expensive	0.03758833258156668	0.0	0.0	0.0	0.2718052738336714	0.0	0.0	0.057423276935472056
throughout	0.11276499774470004	0.0	0.0	0.2311908320876931	0.0	0.0	0.0	0.0
famous	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
exam	0.10023555355084449	0.0	0.09346813361086331	0.0	0.045300878972278566	0.0	0.0	0.07656436924729608
abandon	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
